City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Deniliquin,-35.5333,144.9667,62.22,89,100.0,5.44,AU,1680033176.0
Wuxue,29.8506,115.5525,56.73,72,100.0,1.57,CN,1680033177.0
Niceville,30.5169,-86.4822,74.75,90,40.0,10.36,US,1680032901.0
Zhezkazgan,47.8043,67.7144,46.89,59,0.0,9.6,KZ,1680033177.0
Yambio,4.5721,28.3955,72.21,82,100.0,4.59,SS,1680033177.0
North Bend,43.4065,-124.2243,52.25,75,0.0,10.36,US,1680033177.0
Shizuishan,39.2333,106.7694,46.83,15,0.0,4.63,CN,1680033178.0
Mukhtolovo,55.4644,43.1953,42.04,82,100.0,10.51,RU,1680033178.0
Koutsouras,35.0339,25.9469,60.12,33,0.0,11.05,GR,1680033178.0
Port Angeles,48.1181,-123.4307,57.52,51,0.0,11.5,US,1680033178.0
Manzhouli,49.6,117.4333,37.26,70,14.0,19.17,CN,1680033178.0
Lüderitz,-26.6481,15.1594,63.48,80,0.0,12.01,NA,1680033178.0
Payson,40.0444,-111.7321,48.04,29,20.0,6.91,US,1680033179.0
Borogontsy,62.6683,131.1683,15.19,94,100.0,3.76,RU,1680033179.0
San Quintín,30.4833,-115.95,64.31,49,0.0,12.19,MX,1680033179.0
Padang,-0.9492,100.3543,78.26,89,99.0,3.53,ID,1680033179.0
Xining,36.6167,101.7667,36.99,40,56.0,1.36,CN,1680033179.0
Houma,29.5958,-90.7195,77.0,89,40.0,8.05,US,1680033179.0
Boa Vista,2.8197,-60.6733,89.58,43,75.0,10.36,BR,1680033009.0
Sibolga,1.7427,98.7792,75.11,91,93.0,3.83,ID,1680033035.0
Sturgeon Bay,44.8342,-87.377,39.18,41,0.0,6.91,US,1680033054.0
Santa Lucía,27.9117,-15.5407,67.77,68,0.0,17.27,ES,1680033180.0
Plettenberg Bay,-34.0527,23.3716,62.58,81,34.0,13.06,ZA,1680033180.0
Shenjiamen,29.9576,122.298,52.61,81,100.0,6.4,CN,1680033180.0
Maromitsa,59.8683,48.0123,20.25,94,28.0,4.92,RU,1680033180.0
Lianzhou,24.7811,112.3825,57.24,98,100.0,0.11,CN,1680033181.0
Bathsheba,13.2167,-59.5167,86.61,48,20.0,24.16,BB,1680033181.0
Saint-Joseph,-21.3667,55.6167,73.78,68,93.0,2.28,RE,1680033181.0
Alofi,-19.0595,-169.9187,78.69,89,59.0,8.05,NU,1680033181.0
Bainbridge Island,47.6262,-122.5212,60.82,32,75.0,7.0,US,1680033024.0
Meulaboh,4.1363,96.1285,76.41,87,93.0,2.75,ID,1680033182.0
Heraclea,37.5133,34.0467,49.28,37,0.0,14.5,TR,1680033182.0
Lambaréné,-0.7001,10.2406,75.38,94,100.0,2.01,GA,1680033183.0
Upington,-28.4478,21.2561,77.38,47,15.0,12.66,ZA,1680033183.0
Folsom,38.678,-121.1761,50.54,85,100.0,18.41,US,1680032904.0
Khovd,48.0056,91.6419,33.89,36,18.0,1.21,MN,1680033184.0
Mandalī,33.7499,45.5541,65.35,62,1.0,7.92,IQ,1680033184.0
Tefé,-3.3542,-64.7114,80.71,94,40.0,2.3,BR,1680033185.0
Makkah al Mukarramah,21.4267,39.8261,75.7,41,4.0,6.64,SA,1680032992.0
Ouésso,1.6136,16.0517,71.76,97,71.0,6.15,CG,1680033185.0
Anjozorobe,-18.4,47.8667,63.03,98,100.0,7.45,MG,1680033186.0
Dicabisagan,17.0818,122.4157,74.88,88,97.0,1.16,PH,1680033186.0
Batagay-Alyta,67.8006,130.4114,-20.47,94,92.0,6.17,RU,1680033186.0
Takapau,-40.0333,176.35,43.74,75,7.0,9.75,NZ,1680033187.0
Wewak,-3.5534,143.6268,78.76,80,100.0,3.38,PG,1680033187.0
Okhotsk,59.3833,143.3,13.17,96,100.0,4.97,RU,1680033187.0
Riyadh,24.6877,46.7219,69.94,30,0.0,8.08,SA,1680033188.0
Faanui,-16.4833,-151.75,82.54,74,88.0,11.32,PF,1680032929.0
Hervey Bay,-25.2986,152.8535,75.38,78,66.0,4.5,AU,1680033188.0
Rognedino,53.8015,33.5576,46.53,75,100.0,15.21,RU,1680033189.0
Pozo Colorado,-23.4923,-58.7972,91.31,47,99.0,7.07,PY,1680033190.0
Qasigiannguit,68.8193,-51.1922,12.45,96,6.0,1.01,GL,1680032996.0
Bulalacao,12.3254,121.3435,77.56,84,100.0,14.18,PH,1680033191.0
Joshīmath,30.5667,79.5667,44.53,61,14.0,7.43,IN,1680033192.0
Airai,-8.9266,125.4092,58.69,90,99.0,1.23,TL,1680033193.0
Merauke,-8.4667,140.3333,77.02,92,100.0,8.57,ID,1680033193.0
Grand Gaube,-20.0064,57.6608,75.6,78,41.0,1.99,MU,1680033193.0
Jódar,37.8406,-3.3526,63.48,37,61.0,2.68,ES,1680033194.0
Duartina,-22.4144,-49.4039,88.95,64,60.0,0.27,BR,1680033195.0
Hong Kong,22.2855,114.1577,68.38,91,100.0,11.01,HK,1680033181.0
Kigoma,-4.8769,29.6267,72.19,88,20.0,0.0,TZ,1680033196.0
Berlevåg,70.8578,29.0864,28.35,69,100.0,8.05,NO,1680033196.0
Seybaplaya,19.65,-90.6667,89.24,52,18.0,9.89,MX,1680033197.0
Pontian Kecil,1.4801,103.3899,77.32,91,13.0,6.96,MY,1680033197.0
Rottingdean,50.8098,-0.0594,48.81,85,100.0,8.01,GB,1680033197.0
Rome,43.2128,-75.4557,45.37,61,100.0,13.8,US,1680033003.0
Marsh Harbour,26.5412,-77.0636,78.13,65,12.0,5.59,BS,1680033198.0
Cappelle-la-Grande,50.9998,2.3585,46.15,53,100.0,5.01,FR,1680032937.0
Rauma,61.1272,21.5113,26.64,95,22.0,4.83,FI,1680033199.0
Husavik,66.0449,-17.3389,21.06,85,93.0,11.74,IS,1680033199.0
Thurso,58.5927,-3.5259,43.05,94,100.0,8.81,GB,1680033120.0
Neiafu,-18.65,-173.9833,81.28,89,75.0,11.5,TO,1680033200.0
Sur,22.5667,59.5289,79.25,66,42.0,2.82,OM,1680033200.0
Zhangjiakou Shi Xuanhua Qu,40.6103,115.0447,50.4,21,1.0,2.8,CN,1680033200.0
Nizip,37.0097,37.7942,51.93,83,0.0,9.93,TR,1680033201.0
Sørland,67.667,12.6934,29.91,48,0.0,9.35,NO,1680033201.0
Port Blair,11.6667,92.75,78.67,73,17.0,2.68,IN,1680032930.0
Srednekolymsk,67.45,153.6833,0.73,85,70.0,6.29,RU,1680032969.0
Sakhnovshchyna,49.1517,35.872,46.74,79,100.0,13.04,UA,1680033202.0
Beringovskiy,63.05,179.3167,28.85,97,100.0,16.71,RU,1680032983.0
Haapiti,-17.5667,-149.8667,87.53,76,81.0,9.51,PF,1680033203.0
Tsaratanana,-16.7833,47.65,74.01,94,100.0,2.48,MG,1680033203.0
Klaksvík,62.2266,-6.589,40.12,65,100.0,27.18,FO,1680033204.0
Shibetsu,43.659,145.132,30.79,91,15.0,3.06,JP,1680033204.0
Nushki,29.5542,66.0215,65.17,54,96.0,11.03,PK,1680033204.0
Acapulco de Juárez,16.8634,-99.8901,85.98,52,0.0,8.59,MX,1680032917.0
Mount Isa,-20.7333,139.5,69.57,83,14.0,3.44,AU,1680033205.0
Kyaikkami,16.08,97.5675,81.63,69,6.0,7.09,MM,1680033205.0
Hualmay,-11.0964,-77.6139,79.27,68,100.0,8.37,PE,1680033206.0
Sinnamary,5.3833,-52.95,78.12,85,83.0,12.24,GF,1680033206.0
Cervo,43.6702,-7.4101,58.96,75,93.0,5.73,ES,1680033206.0
Eureka,40.8021,-124.1637,49.68,86,100.0,16.31,US,1680033032.0
Gorin,51.1983,136.6669,22.75,94,98.0,4.25,RU,1680033207.0
Vertou,47.1687,-1.4693,54.99,66,0.0,4.61,FR,1680033207.0
Oregon,44.0001,-120.5014,34.57,95,100.0,22.55,US,1680033207.0
Samarai,-10.6167,150.6667,82.35,75,20.0,12.12,PG,1680033208.0
Balaipungut,1.05,101.2833,73.96,97,4.0,1.36,ID,1680033208.0
Risti,58.9975,24.058,30.52,84,45.0,3.83,EE,1680033209.0
Chapais,49.7834,-74.8492,28.18,67,100.0,3.29,CA,1680033209.0
Barbalha,-7.3111,-39.3042,87.6,51,75.0,4.61,BR,1680033210.0
Nampa,43.5407,-116.5635,46.04,57,20.0,16.11,US,1680033210.0
Bambanglipuro,-7.95,110.2833,77.5,84,99.0,3.02,ID,1680033211.0
Erenhot,43.6475,111.9767,42.76,22,0.0,4.76,CN,1680033211.0
Lemoore,36.3008,-119.7829,67.3,50,100.0,12.66,US,1680033186.0
Tezu,27.9167,96.1667,63.55,68,81.0,4.43,IN,1680033212.0
Kahramanmaraş Province,38.0,37.0,42.89,90,74.0,10.94,TR,1680033212.0
Bud,39.447,-86.1758,51.15,51,100.0,7.65,US,1680033059.0
Black River,18.0264,-77.8487,82.56,64,9.0,14.5,JM,1680033213.0
Kahului,20.8947,-156.47,78.96,67,20.0,4.61,US,1680033055.0
Tazovsky,67.4667,78.7,1.45,98,100.0,5.17,RU,1680033213.0
Sagana,-0.6667,37.2,67.06,86,88.0,1.61,KE,1680033213.0
Maniitsoq,65.4167,-52.9,18.39,75,13.0,5.12,GL,1680033214.0
Cambrils,41.0748,1.0524,58.05,79,20.0,1.14,ES,1680033214.0
Asău,46.4333,26.4,33.28,76,92.0,2.44,RO,1680033214.0
Bonavista,48.6499,-53.1147,30.96,95,100.0,18.32,CA,1680033034.0
Lithakia,37.7167,20.8333,51.17,46,0.0,33.11,GR,1680033215.0
Parkes,-33.1333,148.1833,67.35,78,84.0,13.62,AU,1680033216.0
Mezen',65.8522,44.24,0.19,100,71.0,3.51,RU,1680033216.0
Isangel,-19.55,169.2667,78.91,89,75.0,4.61,VU,1680033216.0
Palmer,42.1584,-72.3287,49.62,47,75.0,10.36,US,1680033217.0
Neuquén,-38.9516,-68.0591,78.69,34,40.0,3.44,AR,1680033217.0
Mahesāna,23.6,72.4,76.12,32,0.0,6.67,IN,1680033218.0
Varkala,8.7341,76.7067,85.78,80,75.0,3.74,IN,1680033218.0
Najrān,17.4924,44.1277,77.65,25,66.0,4.05,SA,1680033067.0
Gogrial,8.5332,28.1004,88.03,19,68.0,4.27,SS,1680033218.0
São Miguel do Araguaia,-13.275,-50.1628,84.6,70,28.0,3.38,BR,1680032925.0
Porto-Novo,6.4965,2.6036,84.02,79,88.0,9.46,BJ,1680033219.0
Atbasar,51.8,68.3333,30.27,87,0.0,2.8,KZ,1680033219.0
Carballo,43.213,-8.691,67.42,48,82.0,5.53,ES,1680033219.0
Hamamatsu,34.7,137.7333,52.92,70,13.0,2.08,JP,1680033219.0
Mitú,1.1983,-70.1733,79.47,89,100.0,1.77,CO,1680033219.0
Laas,46.6166,10.7002,43.68,58,62.0,3.69,IT,1680033219.0
Coyhaique,-45.5752,-72.0662,39.15,93,100.0,6.91,CL,1680033016.0
Guerrero Negro,27.9769,-114.0611,71.44,26,0.0,15.5,MX,1680033220.0
Mtwango,-9.0167,34.8,56.79,96,100.0,4.52,TZ,1680033220.0
La Ronge,55.1001,-105.2842,12.45,28,0.0,9.22,CA,1680033220.0
Kapit,2.0167,112.9333,73.2,99,100.0,0.72,MY,1680033220.0
Antofagasta,-23.65,-70.4,72.68,74,7.0,9.62,CL,1680033094.0
Kashgar,39.4547,75.9797,58.21,19,100.0,6.71,CN,1680033221.0
Udachny,66.4167,112.4,-20.31,100,100.0,3.29,RU,1680033075.0
Mackay,-21.15,149.2,69.67,85,53.0,4.56,AU,1680033221.0
Aitape,-3.1374,142.3475,76.86,85,100.0,3.94,PG,1680033221.0
Jaraguá do Sul,-26.4861,-49.0667,78.49,80,98.0,3.49,BR,1680033222.0
Namatanai,-3.6667,152.4333,79.09,81,99.0,3.85,PG,1680033222.0
Shingū,33.7333,135.9833,46.4,63,27.0,5.84,JP,1680033222.0
Lima,-12.0432,-77.0282,80.85,61,0.0,16.11,PE,1680033060.0
Vilhena,-12.7406,-60.1458,88.02,51,75.0,12.66,BR,1680033222.0
Kerchevskiy,59.946,56.2884,21.29,80,53.0,8.81,RU,1680033223.0
Gerāsh,27.6652,54.1371,62.74,54,0.0,10.18,IR,1680033223.0
Lata,40.1629,-8.3327,60.84,58,100.0,2.06,PT,1680032988.0
Omsukchan,62.5333,155.8,-5.04,96,9.0,8.9,RU,1680033223.0
Bluefield,37.2698,-81.2223,58.57,41,100.0,5.75,US,1680032940.0
Guánica,17.9716,-66.908,86.68,63,2.0,13.73,PR,1680033224.0
Massaguet,12.4755,15.4365,82.63,18,92.0,10.56,TD,1680033224.0
Mackenzie,55.2999,-123.1698,28.62,54,0.0,3.44,CA,1680033224.0
Salisbury,51.0693,-1.7957,50.49,97,100.0,10.36,GB,1680033224.0
Sangīn,32.0728,64.8359,59.5,79,100.0,11.05,AF,1680033224.0
Caconda,-13.7333,15.0667,61.79,96,100.0,3.74,AO,1680033224.0
São João da Barra,-21.6403,-41.0511,84.29,79,43.0,11.05,BR,1680033016.0
Clyde,41.3042,-82.9752,48.67,51,100.0,7.43,US,1680033225.0
Knevichi,43.3992,132.1803,30.22,100,100.0,4.47,RU,1680033225.0
Sexsmith,55.35,-118.786,27.75,59,20.0,4.61,CA,1680033225.0
Phonhong,18.5007,102.4166,75.33,69,0.0,2.3,LA,1680033225.0
Puerto del Rosario,28.5004,-13.8627,67.75,77,0.0,10.36,ES,1680033226.0
Mopipi,-21.1833,24.8833,70.83,62,21.0,7.47,BW,1680033226.0
Mirny,62.5353,113.9611,8.24,78,100.0,13.0,RU,1680033226.0
Vanavara,60.34,102.2797,-1.75,100,99.0,2.33,RU,1680033226.0
Butembo,0.15,29.2833,56.82,96,91.0,2.95,CD,1680033226.0
Pangoa,-12.1167,-73.0,85.06,50,88.0,4.47,PE,1680032995.0
Kholtoson,50.2981,103.3097,25.34,82,27.0,3.31,RU,1680033227.0
Huaihua,27.5494,109.9592,50.43,97,100.0,2.57,CN,1680033227.0
Peleduy,59.6289,112.7406,18.57,92,100.0,11.99,RU,1680033227.0
Luleå,65.5842,22.1547,24.87,63,100.0,5.75,SE,1680033227.0
Mafinga,-7.25,35.0667,66.88,94,100.0,2.66,TZ,1680033227.0
Vao,-22.6667,167.4833,76.78,77,86.0,15.03,NC,1680033227.0
Upata,8.0086,-62.3989,85.19,59,100.0,7.49,VE,1680033227.0
Vung Tau,10.346,107.0843,79.74,81,53.0,17.98,VN,1680033228.0
Beba,22.4437,-79.7253,85.86,50,66.0,13.13,CU,1680033228.0
Berdigestyakh,62.0989,126.6992,12.61,95,100.0,9.1,RU,1680033228.0
Gouyave,12.1646,-61.7296,83.17,65,40.0,19.57,GD,1680033228.0
Tres Arroyos,-38.3739,-60.2798,79.72,53,94.0,7.29,AR,1680033228.0
Burnie,-41.0667,145.9167,53.94,96,20.0,7.56,AU,1680033229.0
Río Gallegos,-51.6226,-69.2181,46.45,36,40.0,19.57,AR,1680033229.0
Yangi Marg`ilon,40.4272,71.7189,57.92,44,94.0,6.91,UZ,1680033229.0
São Filipe,14.8961,-24.4956,76.21,68,0.0,12.88,CV,1680033229.0
Beihai,21.4833,109.1,63.79,89,100.0,9.86,CN,1680033229.0
Banda Aceh,5.5577,95.3222,79.5,80,61.0,2.48,ID,1680033229.0
Biltine,14.5333,20.9167,87.06,19,95.0,6.67,TD,1680033229.0
Luján,-34.5703,-59.105,88.02,43,0.0,5.99,AR,1680033071.0
Paranaíba,-19.6772,-51.1908,87.35,63,20.0,0.67,BR,1680033230.0
Ambovombe,-25.1667,46.0833,66.74,63,3.0,5.95,MG,1680033230.0
Ha Giang,22.8333,104.9833,67.26,88,100.0,1.61,VN,1680033230.0
Salinópolis,-0.6136,-47.3561,78.15,86,90.0,6.69,BR,1680033230.0
Westport,41.1415,-73.3579,52.29,48,98.0,7.0,US,1680033230.0
Cururupu,-1.8283,-44.8683,79.56,87,70.0,4.09,BR,1680033039.0
Kawambwa,-9.7915,29.0791,61.41,98,92.0,2.51,ZM,1680033231.0
Port-Gentil,-0.7193,8.7815,78.76,89,20.0,5.75,GA,1680033063.0
Maun,-19.9833,23.4167,73.36,73,0.0,8.05,BW,1680033231.0
Marzuq,14.4,46.4667,75.34,67,45.0,3.42,YE,1680033231.0
Aksarka,66.5606,67.7975,-15.41,100,85.0,2.24,RU,1680033231.0
The Pas,53.8251,-101.2541,14.02,44,20.0,13.8,CA,1680033231.0
Camopi,3.1655,-52.3158,77.74,96,99.0,3.89,GF,1680033232.0
Oranjemund,-28.55,16.4333,61.95,92,0.0,8.14,NA,1680033232.0
Bagdogra,26.7,88.3167,72.41,40,0.0,7.27,IN,1680033232.0
Fayaoué,-20.65,166.5333,79.48,76,99.0,17.83,NC,1680033232.0
Keroka,-0.7758,34.9453,55.94,99,100.0,1.63,KE,1680033232.0
Ranong,9.9658,98.6348,78.24,77,68.0,3.76,TH,1680033232.0
Lakatoro,-16.0999,167.4164,79.09,80,100.0,3.49,VU,1680033232.0
Shurugwi,-19.6702,30.0059,53.78,94,6.0,2.95,ZW,1680033233.0
Moses Lake,47.1301,-119.2781,53.96,32,0.0,21.85,US,1680033055.0
Avilés,43.5547,-5.9248,60.37,54,0.0,5.75,ES,1680033233.0
Boshnyakovo,49.6333,142.1667,26.08,82,13.0,7.72,RU,1680033233.0
Toamasina,-18.1667,49.3833,75.2,100,75.0,6.91,MG,1680033233.0
Kamenka,51.3223,42.7678,48.88,61,100.0,12.17,RU,1680033233.0
Dohad,22.8333,74.2667,78.22,20,0.0,2.64,IN,1680033233.0
Santa Marta,11.2408,-74.199,95.05,56,20.0,24.0,CO,1680033234.0
Te Anau,-45.4167,167.7167,37.6,80,14.0,3.85,NZ,1680033234.0
Itacoatiara,-3.1431,-58.4442,82.81,82,95.0,2.01,BR,1680033234.0
Keffi,8.8486,7.8736,88.27,20,40.0,3.11,NG,1680033234.0
Kristinehamn,59.3098,14.1081,30.76,77,71.0,4.05,SE,1680033234.0
Sorong,-0.8833,131.25,78.31,82,100.0,2.98,ID,1680033234.0
Ati,13.2154,18.3353,87.96,18,69.0,11.21,TD,1680033234.0
